textbox2,textbox3,textbox4,Textbox16,Textbox18,textbox5,Textbox15,textbox6,textbox7,textbox8,textbox9,textbox10,textbox11,Textbox17,Textbox30,STORE_CODE,SAP_STORE_CODE,STORE_NAME,ITEM_ID,WAIST,INSEAM,ITEM_DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND_QTY
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,002GW00000,OS,-,HERITAGE RUCKSACK INDIGO RINSE 2,,LEVIS,MENS ACCESSORIES,BAGS,BACKPACK,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,D544000020,OS,-,THE LEVI'S� BACK POCKET TOTE INDIGO RINS,,LEVIS,MENS ACCESSORIES,BAGS,TOTE,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00670,L,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00670,XL,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,8
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00680,L,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00680,M,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00680,XL,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,4
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00710,L,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,6
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00710,M,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,9
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00710,XL,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,4
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00730,L,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,6
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00730,M,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,11
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00730,S,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00730,XL,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,6
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00740,L,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,7
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00740,M,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,5
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,004RR00740,XL,-,LEVIS MEN SOLID BASIC BOX,,LEVIS,MENS ACCESSORIES,UNDERWEAR,BOTTOMS,EXT_STORAGE,4
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00050,30,32,501� LOOSE BIG WHEELS,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00050,31,32,501� LOOSE BIG WHEELS,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00050,32,32,501� LOOSE BIG WHEELS,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00050,34,32,501� LOOSE BIG WHEELS,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00050,36,32,501� LOOSE BIG WHEELS,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00050,38,32,501� LOOSE BIG WHEELS,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00070,31,32,501� LOOSE WILD RAPTOR,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00070,32,32,501� LOOSE WILD RAPTOR,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00070,33,32,501� LOOSE WILD RAPTOR,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,5
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00070,34,32,501� LOOSE WILD RAPTOR,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00070,38,32,501� LOOSE WILD RAPTOR,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00090,32,32,501� LOOSE IN MY BRONCO,5.40122E+12,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00090,34,32,501� LOOSE IN MY BRONCO,5.40122E+12,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,0057U00090,36,32,501� LOOSE IN MY BRONCO,5.40122E+12,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,2903700590,34,32,568� LOOSE STRAIGHT AISLE SEAT,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,2903700590,36,32,568� LOOSE STRAIGHT AISLE SEAT,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,2903700950,30,32,568� LOOSE STRAIGHT CHECK THE SCORE,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,2903700950,33,32,568� LOOSE STRAIGHT CHECK THE SCORE,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,5584900750,30,32,568 LOOSE STRT CARPENTER DRIED OREGANO L,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475000230,30,32,578� BAGGY RINSE CRUSADER,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475000230,31,32,578� BAGGY RINSE CRUSADER,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475000230,32,32,578� BAGGY RINSE CRUSADER,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475001140,32,32,578� BAGGY LONG DRIVE HOME OD,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50101650,36,32,501� LEVI'S�ORIGINAL BLACK 80701,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114840,36,32,501� LEVI'S�ORIGINAL CRISPY RINSE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137130,32,32,501� LEVI'S�ORIGINAL NIGHT HAWKS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137130,34,32,501� LEVI'S�ORIGINAL NIGHT HAWKS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137130,36,32,501� LEVI'S�ORIGINAL NIGHT HAWKS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137830,31,32,501� LEVI'S�ORIGINAL OAK NIGHTS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137830,32,32,501� LEVI'S�ORIGINAL OAK NIGHTS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137830,33,32,501� LEVI'S�ORIGINAL OAK NIGHTS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137830,34,32,501� LEVI'S�ORIGINAL OAK NIGHTS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137850,30,32,501� LEVI'S�ORIGINAL A SOFT SPOT,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137850,31,32,501� LEVI'S�ORIGINAL A SOFT SPOT,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137850,32,32,501� LEVI'S�ORIGINAL A SOFT SPOT,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137850,33,32,501� LEVI'S�ORIGINAL A SOFT SPOT,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137850,34,32,501� LEVI'S�ORIGINAL A SOFT SPOT,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137850,36,32,501� LEVI'S�ORIGINAL A SOFT SPOT,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50514690,29,32,505� REGULAR NATIVE CALI,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50514690,30,32,505� REGULAR NATIVE CALI,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50514690,31,32,505� REGULAR NATIVE CALI,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50514690,32,32,505� REGULAR NATIVE CALI,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50514690,33,32,505� REGULAR NATIVE CALI,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,5
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50514690,34,32,505� REGULAR NATIVE CALI,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50514690,36,32,505� REGULAR NATIVE CALI,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,4
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50515500,30,32,505� REGULAR AMA RINSEY,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50515500,34,32,505� REGULAR AMA RINSEY,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50515500,36,32,505� REGULAR AMA RINSEY,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50515520,32,32,505� REGULAR AMA SEQUOIA,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,EXT_STORAGE,1
