textbox2,textbox3,textbox4,Textbox16,Textbox18,textbox5,Textbox15,textbox6,textbox7,textbox8,textbox9,textbox10,textbox11,Textbox17,Textbox30,STORE_CODE,SAP_STORE_CODE,STORE_NAME,ITEM_ID,WAIST,INSEAM,ITEM_DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND_QTY
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475000580,33,32,578� BAGGY GREY NIGHTS,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475000580,34,32,578� BAGGY GREY NIGHTS,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475000580,36,32,578� BAGGY GREY NIGHTS,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475000580,38,32,578� BAGGY GREY NIGHTS,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475001140,28,30,578� BAGGY LONG DRIVE HOME OD,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475001140,29,30,578� BAGGY LONG DRIVE HOME OD,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475001140,30,32,578� BAGGY LONG DRIVE HOME OD,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475001140,31,32,578� BAGGY LONG DRIVE HOME OD,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475001140,32,32,578� BAGGY LONG DRIVE HOME OD,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475001140,33,32,578� BAGGY LONG DRIVE HOME OD,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475001140,34,32,578� BAGGY LONG DRIVE HOME OD,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475001140,36,32,578� BAGGY LONG DRIVE HOME OD,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A475001140,38,32,578� BAGGY LONG DRIVE HOME OD,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A736700180,28,30,568 LOOSE STRT DBL KNEE MARRIS STRIPE DB,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A736700180,29,30,568 LOOSE STRT DBL KNEE MARRIS STRIPE DB,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A736700180,32,32,568 LOOSE STRT DBL KNEE MARRIS STRIPE DB,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A736700180,33,32,568 LOOSE STRT DBL KNEE MARRIS STRIPE DB,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A736700180,34,32,568 LOOSE STRT DBL KNEE MARRIS STRIPE DB,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,A736700180,36,32,568 LOOSE STRT DBL KNEE MARRIS STRIPE DB,,LEVIS,MENS BOTTOMS,JEANS,LOOSE OR B,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00010,30,32,BLUE TAB MARKER LOOSE BLUE WELL,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00010,31,32,BLUE TAB MARKER LOOSE BLUE WELL,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00010,33,32,BLUE TAB MARKER LOOSE BLUE WELL,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00010,34,32,BLUE TAB MARKER LOOSE BLUE WELL,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00010,36,32,BLUE TAB MARKER LOOSE BLUE WELL,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00010,38,32,BLUE TAB MARKER LOOSE BLUE WELL,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00070,29,32,BLUE TAB MARKER LOOSE CARMEL MOJ,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00070,30,32,BLUE TAB MARKER LOOSE CARMEL MOJ,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00070,31,32,BLUE TAB MARKER LOOSE CARMEL MOJ,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00070,32,32,BLUE TAB MARKER LOOSE CARMEL MOJ,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00070,33,32,BLUE TAB MARKER LOOSE CARMEL MOJ,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00070,34,32,BLUE TAB MARKER LOOSE CARMEL MOJ,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00070,36,32,BLUE TAB MARKER LOOSE CARMEL MOJ,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,001LN00070,38,32,BLUE TAB MARKER LOOSE CARMEL MOJ,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50101650,28,32,501� LEVI'S�ORIGINAL BLACK 80701,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50101650,29,32,501� LEVI'S�ORIGINAL BLACK 80701,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50101650,30,32,501� LEVI'S�ORIGINAL BLACK 80701,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50101650,31,32,501� LEVI'S�ORIGINAL BLACK 80701,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50101650,32,32,501� LEVI'S�ORIGINAL BLACK 80701,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,4
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50101650,33,32,501� LEVI'S�ORIGINAL BLACK 80701,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50101650,34,32,501� LEVI'S�ORIGINAL BLACK 80701,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50101650,36,32,501� LEVI'S�ORIGINAL BLACK 80701,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50101650,38,32,501� LEVI'S�ORIGINAL BLACK 80701,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50101650,40,32,501� LEVI'S�ORIGINAL BLACK 80701,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50101650,44,32,501� LEVI'S�ORIGINAL BLACK 80701,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114840,28,32,501� LEVI'S�ORIGINAL CRISPY RINSE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114840,30,32,501� LEVI'S�ORIGINAL CRISPY RINSE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114840,33,32,501� LEVI'S�ORIGINAL CRISPY RINSE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114840,34,32,501� LEVI'S�ORIGINAL CRISPY RINSE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114840,36,32,501� LEVI'S�ORIGINAL CRISPY RINSE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114840,38,32,501� LEVI'S�ORIGINAL CRISPY RINSE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114840,42,32,501� LEVI'S�ORIGINAL CRISPY RINSE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114850,30,32,501� LEVI'S�ORIGINAL AUTHENTIC VINTAGE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114850,31,32,501� LEVI'S�ORIGINAL AUTHENTIC VINTAGE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114850,34,32,501� LEVI'S�ORIGINAL AUTHENTIC VINTAGE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114850,36,32,501� LEVI'S�ORIGINAL AUTHENTIC VINTAGE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,5
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114850,38,32,501� LEVI'S�ORIGINAL AUTHENTIC VINTAGE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,4
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114850,40,32,501� LEVI'S�ORIGINAL AUTHENTIC VINTAGE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114850,42,32,501� LEVI'S�ORIGINAL AUTHENTIC VINTAGE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50114850,44,32,501� LEVI'S�ORIGINAL AUTHENTIC VINTAGE,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137130,28,32,501� LEVI'S�ORIGINAL NIGHT HAWKS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,1
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137130,29,32,501� LEVI'S�ORIGINAL NIGHT HAWKS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137130,30,32,501� LEVI'S�ORIGINAL NIGHT HAWKS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137130,31,32,501� LEVI'S�ORIGINAL NIGHT HAWKS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137130,32,32,501� LEVI'S�ORIGINAL NIGHT HAWKS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137130,33,32,501� LEVI'S�ORIGINAL NIGHT HAWKS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,3
STORE CODE,STORE NAME,ITEM ID,WAIST,INSEAM,ITEM DESCRIPTION,EAN,BRAND,CATEGORY,CLASS,SUBCLASS,BIN,ONHAND QTY,Total For Store:  14694,"25,300",14694,20069514,OLS SCU - TUNJUNGAN PLAZA 3,50137130,34,32,501� LEVI'S�ORIGINAL NIGHT HAWKS,,LEVIS,MENS BOTTOMS,JEANS,REGULAR OR,ON_HAND,2
