sku,tmpl_xid,size,inseam,gtin
007WB000203232,tmpl_007WB_0002,32,32,5401221866430
007WB000203332,tmpl_007WB_0002,33,32,5401221866447
007WB000203432,tmpl_007WB_0002,34,32,4550703420903
007WB000203632,tmpl_007WB_0002,36,32,5401255418094
007WB000203832,tmpl_007WB_0002,38,32,5401255418360
007WB000204032,tmpl_007WB_0002,40,32,5401221917385
007WJ00010L,tmpl_007WJ_0001,L,,4550703462552
007WJ00010M,tmpl_007WJ_0001,M,,5401221885295
007WJ00010S,tmpl_007WJ_0001,S,,4550703462569
007WJ00010XL,tmpl_007WJ_0001,XL,,5401221917521
007WR00040L,tmpl_007WR_0004,L,,5401221870673
007WR00040M,tmpl_007WR_0004,M,,5401221870680
007WR00040S,tmpl_007WR_0004,S,,5401221870697
007WR00040XS,tmpl_007WR_0004,XS,,5401221870703
007WR00050L,tmpl_007WR_0005,L,,5401221870710
007WR00050M,tmpl_007WR_0005,M,,5401221870727
007WR00050S,tmpl_007WR_0005,S,,5401221870734
007WR00050XL,tmpl_007WR_0005,XL,,5401221870741
007WR00050XS,tmpl_007WR_0005,XS,,5401221870758
007WR00050XXS,tmpl_007WR_0005,XXS,,5401279242415
007WT00000L,tmpl_007WT_0000,L,,5401262008936
007WT00000M,tmpl_007WT_0000,M,,5401262008943
007WT00000S,tmpl_007WT_0000,S,,4550703388937
007WT00000XL,tmpl_007WT_0000,XL,,5401262008967
007WT00000XS,tmpl_007WT_0000,XS,,4550703388951
007WT00000XXS,tmpl_007WT_0000,XXS,,5401262008998
007WT00050L,tmpl_007WT_0005,L,,5401262014708
007WT00050M,tmpl_007WT_0005,M,,5401221885486
007WT00050S,tmpl_007WT_0005,S,,5401221885493
007WT00050XL,tmpl_007WT_0005,XL,,5401221885509
007WT00050XS,tmpl_007WT_0005,XS,,5401262014746
007WT00050XXS,tmpl_007WT_0005,XXS,,5401262014760
007WT00070L,tmpl_007WT_0007,L,,5401221885554
007WT00070M,tmpl_007WT_0007,M,,5401221885561
007WT00070S,tmpl_007WT_0007,S,,4550703389132
007WT00070XL,tmpl_007WT_0007,XL,,5401262691336
007WT00070XS,tmpl_007WT_0007,XS,,5401221885592
007WT00070XXS,tmpl_007WT_0007,XXS,,5401270884386
007WZ00070L,tmpl_007WZ_0007,L,,5401221885905
007WZ00070M,tmpl_007WZ_0007,M,,4550703481461
007WZ00070S,tmpl_007WZ_0007,S,,4550703481478
007WZ00070XL,tmpl_007WZ_0007,XL,,5401221885936
007WZ00070XS,tmpl_007WZ_0007,XS,,4550703481485
007WZ00070XXS,tmpl_007WZ_0007,XXS,,5401270878972
007X200000L,tmpl_007X2_0000,L,,4550703425427
007X200000M,tmpl_007X2_0000,M,,5401221917675
007X200000S,tmpl_007X2_0000,S,,4550703425441
007X200000XL,tmpl_007X2_0000,XL,,5401221917699
007X200000XS,tmpl_007X2_0000,XS,,5401221970106
007X200010L,tmpl_007X2_0001,L,,5401221917712
007X200010M,tmpl_007X2_0001,M,,4550703425526
007X200010S,tmpl_007X2_0001,S,,4550703425533
007X200010XL,tmpl_007X2_0001,XL,,5401221917743
007X200010XS,tmpl_007X2_0001,XS,,5401221997851
007XC00000OS,tmpl_007XC_0000,OS,,4550703389408
007XC00010OS,tmpl_007XC_0001,OS,,4550703389392
007XG00010L,tmpl_007XG_0001,L,,5401221854055
007XG00010M,tmpl_007XG_0001,M,,4550703377351
007XG00010S,tmpl_007XG_0001,S,,5401221854079
007XG00010XL,tmpl_007XG_0001,XL,,5401221854086
007XG00010XS,tmpl_007XG_0001,XS,,4550703377375
007XG00040L,tmpl_007XG_0004,L,,4550703445326
007XG00040M,tmpl_007XG_0004,M,,4550703445333
007XG00040S,tmpl_007XG_0004,S,,4550703389200
007XG00040XL,tmpl_007XG_0004,XL,,5401221886018
007XG00040XS,tmpl_007XG_0004,XS,,4550703445340
007XG00040XXS,tmpl_007XG_0004,XXS,,5401279261126
007XG00080L,tmpl_007XG_0008,L,,4550703445203
007XG00080M,tmpl_007XG_0008,M,,4550703445210
007XG00080S,tmpl_007XG_0008,S,,5401221886087
007XG00080XL,tmpl_007XG_0008,XL,,5401221886094
007XG00080XS,tmpl_007XG_0008,XS,,4550703445227
007XH00050L,tmpl_007XH_0005,L,,5401221886148
007XH00050M,tmpl_007XH_0005,M,,4550703443766
007XH00050S,tmpl_007XH_0005,S,,5401221886162
007XH00050XL,tmpl_007XH_0005,XL,,5401221886179
007XH00050XS,tmpl_007XH_0005,XS,,4550703443773
007XH00060L,tmpl_007XH_0006,L,,5401221886223
007XH00060M,tmpl_007XH_0006,M,,5401221886230
007XH00060S,tmpl_007XH_0006,S,,4550703478003
007XH00060XL,tmpl_007XH_0006,XL,,5401221886254
007XH00060XS,tmpl_007XH_0006,XS,,5401221886261
007XJ00050L,tmpl_007XJ_0005,L,,4550703445173
007XJ00050M,tmpl_007XJ_0005,M,,4550703445180
007XJ00050S,tmpl_007XJ_0005,S,,5401221886322
007XJ00050XL,tmpl_007XJ_0005,XL,,5401221886339
007XJ00050XS,tmpl_007XJ_0005,XS,,4550703445197
007XJ00050XXS,tmpl_007XJ_0005,XXS,,5401221886353
007XJ00060L,tmpl_007XJ_0006,L,,4550703445357
007XJ00060M,tmpl_007XJ_0006,M,,4550703445364
007XJ00060S,tmpl_007XJ_0006,S,,5401221886414
007XJ00060XL,tmpl_007XJ_0006,XL,,5401221917859
007XJ00060XS,tmpl_007XJ_0006,XS,,5401221886421
007XJ00060XXS,tmpl_007XJ_0006,XXS,,5401221886438
007XM00020L,tmpl_007XM_0002,L,,5401221997868
007XM00020M,tmpl_007XM_0002,M,,4550703445302
007XM00020S,tmpl_007XM_0002,S,,4550703388890
007XM00020XS,tmpl_007XM_0002,XS,,5401221997899
007XM00050L,tmpl_007XM_0005,L,,4550703445234
007XM00050M,tmpl_007XM_0005,M,,5401221886452
007XM00050S,tmpl_007XM_0005,S,,4550703388906
007XM00050XS,tmpl_007XM_0005,XS,,4550703445258
007XN00020L,tmpl_007XN_0002,L,,5401221886483
007XN00020M,tmpl_007XN_0002,M,,4550703467786
007XN00020S,tmpl_007XN_0002,S,,5401221886506
007XN00020XL,tmpl_007XN_0002,XL,,5401221886513
007XN00020XS,tmpl_007XN_0002,XS,,5401221886520
007XN00080L,tmpl_007XN_0008,L,,5401221886537
007XN00080M,tmpl_007XN_0008,M,,4550703490647
007XN00080S,tmpl_007XN_0008,S,,5401221886551
007XN00080XL,tmpl_007XN_0008,XL,,5401221886568
007XN00080XS,tmpl_007XN_0008,XS,,5401221886575
007XQ00010L,tmpl_007XQ_0001,L,,4550703377306
007XQ00010M,tmpl_007XQ_0001,M,,5401221854116
007XQ00010S,tmpl_007XQ_0001,S,,4550703377320
007XQ00010XS,tmpl_007XQ_0001,XS,,4550703377337
007XR00030L,tmpl_007XR_0003,L,,5401221871045
007XR00030M,tmpl_007XR_0003,M,,5401221871052
007XR00030S,tmpl_007XR_0003,S,,5401221871069
007XR00030XS,tmpl_007XR_0003,XS,,5401221871083
007XS00090L,tmpl_007XS_0009,L,,5401221871144
007XS00090M,tmpl_007XS_0009,M,,5401221871151
007XS00090S,tmpl_007XS_0009,S,,5401221871168
007XS00090XS,tmpl_007XS_0009,XS,,5401221871175
007XS00100L,tmpl_007XS_0010,L,,4550703451204
007XS00100M,tmpl_007XS_0010,M,,4550703451211
007XS00100S,tmpl_007XS_0010,S,,5401221886704
007XS00100XS,tmpl_007XS_0010,XS,,4550703451228
007XT00010L,tmpl_007XT_0001,L,,5401221886735
007XT00010M,tmpl_007XT_0001,M,,4550703386957
007XT00010S,tmpl_007XT_0001,S,,5401221886759
007XT00010XS,tmpl_007XT_0001,XS,,5401221886766
007XV00010L,tmpl_007XV_0001,L,,5401221900516
007XV00010M,tmpl_007XV_0001,M,,5401221900523
007XV00010S,tmpl_007XV_0001,S,,5401221900530
007XV00010XS,tmpl_007XV_0001,XS,,5401221900547
007XV00100L,tmpl_007XV_0010,L,,5401221900554
007XV00100M,tmpl_007XV_0010,M,,5401221900561
007XV00100S,tmpl_007XV_0010,S,,5401221900578
007XV00100XS,tmpl_007XV_0010,XS,,5401221900585
007XY00000OS,tmpl_007XY_0000,OS,,4550703473312
007XY00010OS,tmpl_007XY_0001,OS,,4550703389378
007Y400010L,tmpl_007Y4_0001,L,,5401221900592
007Y400010M,tmpl_007Y4_0001,M,,5401221900608
007Y400010S,tmpl_007Y4_0001,S,,5401221900615
007Y400010XL,tmpl_007Y4_0001,XL,,5401264014560
007Y400040L,tmpl_007Y4_0004,L,,5401221900622
007Y400040M,tmpl_007Y4_0004,M,,5401221900639
007Y400040S,tmpl_007Y4_0004,S,,5401221900646
007Y400040XL,tmpl_007Y4_0004,XL,,5401264014577
007Y500010L,tmpl_007Y5_0001,L,,5401221886889
007Y500010M,tmpl_007Y5_0001,M,,4550703434412
007Y500010S,tmpl_007Y5_0001,S,,5401221886902
007Y500010XS,tmpl_007Y5_0001,XS,,4550703434429
007Y500030L,tmpl_007Y5_0003,L,,5401221886933
007Y500030M,tmpl_007Y5_0003,M,,5401221886940
007Y500030S,tmpl_007Y5_0003,S,,5401221886957
007Y500030XS,tmpl_007Y5_0003,XS,,4550703440390
007Y600000L,tmpl_007Y6_0000,L,,5401221871236
007Y600000M,tmpl_007Y6_0000,M,,5401221871243
007Y600000S,tmpl_007Y6_0000,S,,5401221871250
007Y600000XS,tmpl_007Y6_0000,XS,,5401221871267
007Y600020L,tmpl_007Y6_0002,L,,5401221871274
007Y600020M,tmpl_007Y6_0002,M,,5401221871281
007Y600020S,tmpl_007Y6_0002,S,,5401221871298
007Y600020XS,tmpl_007Y6_0002,XS,,5401221871304
007YB00030L,tmpl_007YB_0003,L,,5401221917927
007YB00030M,tmpl_007YB_0003,M,,4550703449607
007YB00030S,tmpl_007YB_0003,S,,4550703385868
007YB00030XS,tmpl_007YB_0003,XS,,5401221917965
007YD00000L,tmpl_007YD_0000,L,,5401221917972
007YD00000M,tmpl_007YD_0000,M,,4550703450061
007YD00000S,tmpl_007YD_0000,S,,5401221917996
007YD00000XL,tmpl_007YD_0000,XL,,4550703450078
007YD00000XS,tmpl_007YD_0000,XS,,5401221918016
007YJ00010OS,tmpl_007YJ_0001,OS,,4550703517955
007YJ00020OS,tmpl_007YJ_0002,OS,,5401221854246
007YK00000OS,tmpl_007YK_0000,OS,,5401221854253
007YK00010OS,tmpl_007YK_0001,OS,,5401221854260
007YM00010OS,tmpl_007YM_0001,OS,,4550703389446
007YM00020OS,tmpl_007YM_0002,OS,,5401221843080
007YM00030OS,tmpl_007YM_0003,OS,,5401221854284
007YM00040OS,tmpl_007YM_0004,OS,,5401221843097
007YM00070OS,tmpl_007YM_0007,OS,,5401221854291
007YR00000OS,tmpl_007YR_0000,OS,,4550703475828
007YR00010OS,tmpl_007YR_0001,OS,,4550703475897
007YT00000100,tmpl_007YT_0000,100,,5401221854376
007YT00000110,tmpl_007YT_0000,110,,5401221854390
007YT00000115,tmpl_007YT_0000,115,,5401221854406
007YT0000095,tmpl_007YT_0000,95,,4550703389828
007YT00010100,tmpl_007YT_0001,100,,5401221854451
007YT00010110,tmpl_007YT_0001,110,,5401221854475
007YT00010115,tmpl_007YT_0001,115,,5401221854482
007YT0001095,tmpl_007YT_0001,95,,4550703389811
007YU00000100,tmpl_007YU_0000,100,,5401221854536
007YU00000110,tmpl_007YU_0000,110,,5401221854550
007YU00000115,tmpl_007YU_0000,115,,5401221854567
007YU0000095,tmpl_007YU_0000,95,,4550703475880
007YU00010100,tmpl_007YU_0001,100,,5401221854635
007YU00010110,tmpl_007YU_0001,110,,5401221854659
007YU00010115,tmpl_007YU_0001,115,,5401221854666
007YU0001095,tmpl_007YU_0001,95,,4550703389835
007YW00000100,tmpl_007YW_0000,100,,5401255413242
007YW00000110,tmpl_007YW_0000,110,,5401221854765
007YW00000115,tmpl_007YW_0000,115,,5401221854772
007YW0000095,tmpl_007YW_0000,95,,4550703390053
007YW00010100,tmpl_007YW_0001,100,,5401221854857
007YW00010110,tmpl_007YW_0001,110,,5401221854871
007YW00010115,tmpl_007YW_0001,115,,5401221854888
007YW0001095,tmpl_007YW_0001,95,,4550703390060
007YX00000100,tmpl_007YX_0000,100,,5401221854956
007YX00000110,tmpl_007YX_0000,110,,5401221854970
007YX00000115,tmpl_007YX_0000,115,,5401221854987
007YX0000095,tmpl_007YX_0000,95,,4550703466895
007YX00010100,tmpl_007YX_0001,100,,5401221855038
007YX00010110,tmpl_007YX_0001,110,,5401221855052
007YX00010115,tmpl_007YX_0001,115,,5401221855069
007YX0001095,tmpl_007YX_0001,95,,5401221855106
007YY00000100,tmpl_007YY_0000,100,,5401221855113
007YY00000110,tmpl_007YY_0000,110,,5401221855137
007YY00000115,tmpl_007YY_0000,115,,5401221855144
007YY0000095,tmpl_007YY_0000,95,,4550703389248
007YY00010100,tmpl_007YY_0001,100,,5401221855205
007YY00010110,tmpl_007YY_0001,110,,5401221855229
007YY00010115,tmpl_007YY_0001,115,,5401221855236
007YY0001095,tmpl_007YY_0001,95,,4550703389262
007Z500000OS,tmpl_007Z5_0000,OS,,4550703381716
007Z500010OS,tmpl_007Z5_0001,OS,,5401221843134
007Z700000OS,tmpl_007Z7_0000,OS,,4550703381693
007Z700010OS,tmpl_007Z7_0001,OS,,5401221863439
007Z800000OS,tmpl_007Z8_0000,OS,,4550703475460
007Z800040OS,tmpl_007Z8_0004,OS,,5401221843158
007Z800050OS,tmpl_007Z8_0005,OS,,5401221855342
007Z900000OS,tmpl_007Z9_0000,OS,,5401221855359
007Z900020OS,tmpl_007Z9_0002,OS,,5401221843165
007Z900030OS,tmpl_007Z9_0003,OS,,5401221843172
007ZA00000OS,tmpl_007ZA_0000,OS,,4550703473107
007ZA00020OS,tmpl_007ZA_0002,OS,,5401221843189
007ZA00050OS,tmpl_007ZA_0005,OS,,5401221855373
007ZB00000OS,tmpl_007ZB_0000,OS,,5401221843196
007ZB00020OS,tmpl_007ZB_0002,OS,,5401221863446
007ZJ00000OS,tmpl_007ZJ_0000,OS,,4550703381686
007ZJ00020OS,tmpl_007ZJ_0002,OS,,5401221855403
007ZL0000085,tmpl_007ZL_0000,85,,5401221855601
007ZL0000090,tmpl_007ZL_0000,90,,4550703435730
007ZL0000095,tmpl_007ZL_0000,95,,5401221855625
007ZL0001085,tmpl_007ZL_0001,85,,4550703435761
007ZL0001090,tmpl_007ZL_0001,90,,5401221855670
007ZL0001095,tmpl_007ZL_0001,95,,4550703435785
007ZR0000085,tmpl_007ZR_0000,85,,4550703435525
007ZR0000090,tmpl_007ZR_0000,90,,4550703435532
007ZR0000095,tmpl_007ZR_0000,95,,5401221855939
007ZR0001085,tmpl_007ZR_0001,85,,5401221856028
007ZR0001090,tmpl_007ZR_0001,90,,4550703435570
007ZR0001095,tmpl_007ZR_0001,95,,5401221856042
007ZU0000085,tmpl_007ZU_0000,85,,5401221856066
007ZU0000090,tmpl_007ZU_0000,90,,5401221856073
007ZU0000095,tmpl_007ZU_0000,95,,5401221856080
007ZU0001085,tmpl_007ZU_0001,85,,4550703472841
007ZU0001090,tmpl_007ZU_0001,90,,4550703472858
007ZU0001095,tmpl_007ZU_0001,95,,4550703472865
0080A00000OS,tmpl_0080A_0000,OS,,5401221856271
0080B00000OS,tmpl_0080B_0000,OS,,5401221856288
0080C00000OS,tmpl_0080C_0000,OS,,5401221856295
0080M00010OS,tmpl_0080M_0001,OS,,4550703475903
0080U00000OS,tmpl_0080U_0000,OS,,5401221856387
0080U00040OS,tmpl_0080U_0004,OS,,4550703381877
0080W00010OS,tmpl_0080W_0001,OS,,5401255443973
0080W00020OS,tmpl_0080W_0002,OS,,5401221856424
0080W00030OS,tmpl_0080W_0003,OS,,5401221856431
0080W00040OS,tmpl_0080W_0004,OS,,5401221843455
0081B000102832,tmpl_0081B_0001,28,32,5401262488066
0081B000102932,tmpl_0081B_0001,29,32,5401262488097
0081B000103032,tmpl_0081B_0001,30,32,5401264017059
0081B000103132,tmpl_0081B_0001,31,32,4550703441960
0081B000103232,tmpl_0081B_0001,32,32,5401264017097
0081B000103332,tmpl_0081B_0001,33,32,5401262488639
0081B000103432,tmpl_0081B_0001,34,32,5401262488806
0081B000103632,tmpl_0081B_0001,36,32,5401262489216
0081B000103832,tmpl_0081B_0001,38,32,5401264017202
0081B000202832,tmpl_0081B_0002,28,32,4550703441755
0081B000202932,tmpl_0081B_0002,29,32,4550703441779
0081B000203032,tmpl_0081B_0002,30,32,5401221957497
0081B000203132,tmpl_0081B_0002,31,32,5401221957503
0081B000203232,tmpl_0081B_0002,32,32,5401221957510
0081B000203332,tmpl_0081B_0002,33,32,4550703441847
0081B000203432,tmpl_0081B_0002,34,32,4550703441861
0081B000203632,tmpl_0081B_0002,36,32,5401221957541
0081B000203832,tmpl_0081B_0002,38,32,5401221957558
0081N000502832,tmpl_0081N_0005,28,32,4550703459316
0081N000502932,tmpl_0081N_0005,29,32,4550703459330
0081N000503032,tmpl_0081N_0005,30,32,5401221918351
0081N000503132,tmpl_0081N_0005,31,32,5401221918368
0081N000503232,tmpl_0081N_0005,32,32,4550703421245
0081N000503332,tmpl_0081N_0005,33,32,4550703459408
0081N000503432,tmpl_0081N_0005,34,32,5401221918429
0081N000503632,tmpl_0081N_0005,36,32,5401221918450
0081N000503832,tmpl_0081N_0005,38,32,4550703459477
0081R000102530,tmpl_0081R_0001,25,30,5401221962194
0081R000102630,tmpl_0081R_0001,26,30,4550703441298
0081R000102730,tmpl_0081R_0001,27,30,4550703441304
0081R000102830,tmpl_0081R_0001,28,30,5401221962255
0081R000102930,tmpl_0081R_0001,29,30,5401221962279
0081R000103030,tmpl_0081R_0001,30,30,4550703441335
0081R000103130,tmpl_0081R_0001,31,30,5401221962316
0081R000103230,tmpl_0081R_0001,32,30,5401221962330
0081R000202330,tmpl_0081R_0002,23,30,5401221943957
0081R000202332,tmpl_0081R_0002,23,32,5401221962378
0081R000202334,tmpl_0081R_0002,23,34,5401262691626
0081R000202430,tmpl_0081R_0002,24,30,4550703441359
0081R000202432,tmpl_0081R_0002,24,32,5401221962392
0081R000202434,tmpl_0081R_0002,24,34,5401262692920
0081R000202530,tmpl_0081R_0002,25,30,4550703441366
0081R000202532,tmpl_0081R_0002,25,32,5401221962415
0081R000202534,tmpl_0081R_0002,25,34,5401262693255
0081R000202630,tmpl_0081R_0002,26,30,4550703441373
0081R000202632,tmpl_0081R_0002,26,32,5401221962439
0081R000202634,tmpl_0081R_0002,26,34,5401262693286
0081R000202730,tmpl_0081R_0002,27,30,4550703441380
0081R000202732,tmpl_0081R_0002,27,32,5401262693309
0081R000202734,tmpl_0081R_0002,27,34,5401262693316
0081R000202830,tmpl_0081R_0002,28,30,4550703441397
0081R000202832,tmpl_0081R_0002,28,32,5401221962477
0081R000202834,tmpl_0081R_0002,28,34,5401262693644
0081R000202930,tmpl_0081R_0002,29,30,4550703441403
0081R000202932,tmpl_0081R_0002,29,32,5401262693668
0081R000202934,tmpl_0081R_0002,29,34,5401262693675
0081R000203030,tmpl_0081R_0002,30,30,5401221962507
0081R000203032,tmpl_0081R_0002,30,32,5401221962514
0081R000203034,tmpl_0081R_0002,30,34,5401262693705
0081R000203130,tmpl_0081R_0002,31,30,5401221962521
0081R000203132,tmpl_0081R_0002,31,32,5401221962538
0081R000203134,tmpl_0081R_0002,31,34,5401262693736
0081R000203230,tmpl_0081R_0002,32,30,5401221962545
0081R000203232,tmpl_0081R_0002,32,32,5401262693958
0081R000203234,tmpl_0081R_0002,32,34,5401262693965
0081R000203330,tmpl_0081R_0002,33,30,5401262693972
0081R000203332,tmpl_0081R_0002,33,32,5401262693989
0081R000203334,tmpl_0081R_0002,33,34,5401262693996
0081R000203430,tmpl_0081R_0002,34,30,5401221962569
0081R000203432,tmpl_0081R_0002,34,32,5401221998223
0081R000203434,tmpl_0081R_0002,34,34,5401262694023
0081R000302530,tmpl_0081R_0003,25,30,5401221962606
0081R000302630,tmpl_0081R_0003,26,30,5401221962620
0081R000302730,tmpl_0081R_0003,27,30,4550703441106
0081R000302830,tmpl_0081R_0003,28,30,5401221962668
0081R000302930,tmpl_0081R_0003,29,30,5401221962682
0081R000303030,tmpl_0081R_0003,30,30,4550703441137
0081R000303130,tmpl_0081R_0003,31,30,5401221962729
0081R000303230,tmpl_0081R_0003,32,30,5401221962743
0081R000502530,tmpl_0081R_0005,25,30,5401221957589
0081R000502630,tmpl_0081R_0005,26,30,5401221957602
0081R000502730,tmpl_0081R_0005,27,30,4550703441205
0081R000502830,tmpl_0081R_0005,28,30,4550703441212
0081R000502930,tmpl_0081R_0005,29,30,5401221957664
0081R000503030,tmpl_0081R_0005,30,30,4550703441236
0081R000503130,tmpl_0081R_0005,31,30,4550703441243
0081R000503230,tmpl_0081R_0005,32,30,5401221957725
0081W000002629,tmpl_0081W_0000,26,29,5401221970137
0081W000002631,tmpl_0081W_0000,26,31,5401221901247
0081W000002729,tmpl_0081W_0000,27,29,5401221970144
0081W000002731,tmpl_0081W_0000,27,31,5401221901254
0081W000002829,tmpl_0081W_0000,28,29,5401221970151
0081W000002831,tmpl_0081W_0000,28,31,5401221901261
0081W000002929,tmpl_0081W_0000,29,29,5401221970168
0081W000002931,tmpl_0081W_0000,29,31,5401221901278
0081W000003029,tmpl_0081W_0000,30,29,5401221970175
0081W000003031,tmpl_0081W_0000,30,31,5401221901285
0081W000003129,tmpl_0081W_0000,31,29,5401221970182
0081W000003131,tmpl_0081W_0000,31,31,5401221901292
0081W000003229,tmpl_0081W_0000,32,29,5401221970199
0081W000003231,tmpl_0081W_0000,32,31,5401221901308
0081W000003329,tmpl_0081W_0000,33,29,5401268308474
0081W000003331,tmpl_0081W_0000,33,31,5401268308481
0081W000003429,tmpl_0081W_0000,34,29,5401268308702
0081W000003431,tmpl_0081W_0000,34,31,5401221998674
0081W000402629,tmpl_0081W_0004,26,29,5401262770925
0081W000402631,tmpl_0081W_0004,26,31,4550703470205
0081W000402729,tmpl_0081W_0004,27,29,5401262772158
0081W000402731,tmpl_0081W_0004,27,31,5401221862852
0081W000402829,tmpl_0081W_0004,28,29,5401264021674
0081W000402831,tmpl_0081W_0004,28,31,4550703470243
0081W000402929,tmpl_0081W_0004,29,29,5401264021681
0081W000402931,tmpl_0081W_0004,29,31,5401221862876
0081W000403029,tmpl_0081W_0004,30,29,5401264027737
0081W000403031,tmpl_0081W_0004,30,31,4550703470281
0081W000403129,tmpl_0081W_0004,31,29,5401262773070
0081W000403131,tmpl_0081W_0004,31,31,5401264027751
0081W000403229,tmpl_0081W_0004,32,29,5401262773100
0081W000403231,tmpl_0081W_0004,32,31,5401262773117
0081W000403329,tmpl_0081W_0004,33,29,5401262773131
0081W000403331,tmpl_0081W_0004,33,31,5401262773346
0081W000403429,tmpl_0081W_0004,34,29,5401262773360
0081W000403431,tmpl_0081W_0004,34,31,5401262773377
0081W000602629,tmpl_0081W_0006,26,29,4550703470014
0081W000602631,tmpl_0081W_0006,26,31,5401221962897
0081W000602729,tmpl_0081W_0006,27,29,5401221962903
0081W000602731,tmpl_0081W_0006,27,31,4550703470045
0081W000602829,tmpl_0081W_0006,28,29,4550703470052
0081W000602831,tmpl_0081W_0006,28,31,4550703470069
0081W000602929,tmpl_0081W_0006,29,29,5401221962941
0081W000602931,tmpl_0081W_0006,29,31,4550703470083
0081W000603029,tmpl_0081W_0006,30,29,4550703470090
0081W000603031,tmpl_0081W_0006,30,31,4550703470106
0081W000603129,tmpl_0081W_0006,31,29,5401268299635
0081W000603131,tmpl_0081W_0006,31,31,5401221962972
0081W000603229,tmpl_0081W_0006,32,29,5401268299666
0081W000603231,tmpl_0081W_0006,32,31,5401221962989
0081W000603329,tmpl_0081W_0006,33,29,5401268299697
0081W000603331,tmpl_0081W_0006,33,31,5401268299802
0081W000603429,tmpl_0081W_0006,34,29,5401268299826
0081W000603431,tmpl_0081W_0006,34,31,5401264027911
0081W000802629,tmpl_0081W_0008,26,29,4550703469834
0081W000802631,tmpl_0081W_0008,26,31,5401221918719
0081W000802729,tmpl_0081W_0008,27,29,4550703469858
0081W000802731,tmpl_0081W_0008,27,31,5401221918726
0081W000802829,tmpl_0081W_0008,28,29,5401221970328
0081W000802831,tmpl_0081W_0008,28,31,4550703469889
0081W000802929,tmpl_0081W_0008,29,29,5401221970335
0081W000802931,tmpl_0081W_0008,29,31,4550703469902
0081W000803029,tmpl_0081W_0008,30,29,5401221970342
0081W000803031,tmpl_0081W_0008,30,31,5401221918757
0081W000803129,tmpl_0081W_0008,31,29,5401221970359
0081W000803131,tmpl_0081W_0008,31,31,5401221918764
0081W000803229,tmpl_0081W_0008,32,29,5401221970366
0081W000803231,tmpl_0081W_0008,32,31,4550703469940
0081W000803329,tmpl_0081W_0008,33,29,5401268300522
0081W000803331,tmpl_0081W_0008,33,31,5401268300539
0081W000803429,tmpl_0081W_0008,34,29,5401268300553
0081W000803431,tmpl_0081W_0008,34,31,5401221998797
0081Z000102430,tmpl_0081Z_0001,24,30,4550703446002
0081Z000102530,tmpl_0081Z_0001,25,30,5401221970380
0081Z000102630,tmpl_0081Z_0001,26,30,5401221970397
0081Z000102730,tmpl_0081Z_0001,27,30,5401221970403
0081Z000102830,tmpl_0081Z_0001,28,30,5401221970410
0081Z000102930,tmpl_0081Z_0001,29,30,5401221970427
0081Z000103030,tmpl_0081Z_0001,30,30,5401221970434
0081Z000103130,tmpl_0081Z_0001,31,30,5401221970441
0081Z000103230,tmpl_0081Z_0001,32,30,5401221970458
0081Z000202430,tmpl_0081Z_0002,24,30,5401221999305
0081Z000202530,tmpl_0081Z_0002,25,30,5401221999329
0081Z000202630,tmpl_0081Z_0002,26,30,4550703446125
0081Z000202730,tmpl_0081Z_0002,27,30,5401221999367
0081Z000202830,tmpl_0081Z_0002,28,30,5401221999381
0081Z000202930,tmpl_0081Z_0002,29,30,5401221999404
0081Z000203030,tmpl_0081Z_0002,30,30,5401221999428
0081Z000203130,tmpl_0081Z_0002,31,30,4550703446170
0081Z000203230,tmpl_0081Z_0002,32,30,5401221999459
0081Z000302430,tmpl_0081Z_0003,24,30,5401221999596
0081Z000302530,tmpl_0081Z_0003,25,30,5401221999602
0081Z000302630,tmpl_0081Z_0003,26,30,5401268300775
0081Z000302730,tmpl_0081Z_0003,27,30,5401268301000
0081Z000302830,tmpl_0081Z_0003,28,30,5401221999633
0081Z000302930,tmpl_0081Z_0003,29,30,5401221999640
0081Z000303030,tmpl_0081Z_0003,30,30,5401221999657
0081Z000303130,tmpl_0081Z_0003,31,30,5401221999664
0081Z000303230,tmpl_0081Z_0003,32,30,5401268301093
0081Z000402430,tmpl_0081Z_0004,24,30,4550703446200
0081Z000402530,tmpl_0081Z_0004,25,30,5401221999817
0081Z000402630,tmpl_0081Z_0004,26,30,4550703446224
0081Z000402730,tmpl_0081Z_0004,27,30,4550703446231
0081Z000402830,tmpl_0081Z_0004,28,30,5401221999848
0081Z000402930,tmpl_0081Z_0004,29,30,4550703446255
0081Z000403030,tmpl_0081Z_0004,30,30,4550703446262
0081Z000403130,tmpl_0081Z_0004,31,30,5401221999879
0081Z000403230,tmpl_0081Z_0004,32,30,5401221999886
0081Z000902430,tmpl_0081Z_0009,24,30,4550703446309
0081Z000902530,tmpl_0081Z_0009,25,30,5401264000020
0081Z000902630,tmpl_0081Z_0009,26,30,5401264000044
0081Z000902730,tmpl_0081Z_0009,27,30,5401264000068
0081Z000902830,tmpl_0081Z_0009,28,30,4550703446347
0081Z000902930,tmpl_0081Z_0009,29,30,4550703446354
0081Z000903030,tmpl_0081Z_0009,30,30,4550703446361
0081Z000903130,tmpl_0081Z_0009,31,30,4550703446378
0081Z000903230,tmpl_0081Z_0009,32,30,4550703446385
